person_age,person_gender,person_0,person_income,person_emp_exp,person_home_2ership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25,0,Bachelor,69508,3,1,6000,2,7.99,0.09,3,661,1,0
26,0,Bachelor,67017,3,0,9000,5,11.69,0.13,2,707,0,0
26,1,Bachelor,88398,3,0,2717,3,12.91,0.03,7,625,0,0
30,1,Master,72854,5,0,3500,5,9.39,0.05,8,662,1,0
32,0,Master,76602,12,0,14000,0,7.11,0.18,5,706,1,0
25,0,Bachelor,70635,1,0,5000,3,6.53,0.07,4,528,1,0
23,1,High School,91246,0,0,5000,2,11.04,0.05,3,670,1,0
25,0,Bachelor,50203,5,0,12004,4,11.02,0.24,3,678,1,0
29,1,High School,87285,8,0,10000,5,8.04,0.11,6,590,0,0
25,1,Associate,24804,1,0,3613,5,11.01,0.15,4,676,0,0
24,1,Bachelor,83733,4,1,15000,0,12.63,0.18,3,614,0,0
24,1,High School,25110,5,0,4471,4,13.62,0.18,4,689,1,0
23,0,Bachelor,78741,0,1,2274,3,11.03,0.03,3,680,1,0
30,0,Associate,80442,8,1,15000,1,10.89,0.19,8,624,1,0
25,1,Bachelor,68448,0,0,14000,1,9.2,0.2,2,613,1,0
26,1,Master,159172,2,1,10859,0,9.93,0.07,4,620,1,0
26,1,Associate,116414,2,1,5000,2,11.84,0.04,5,661,0,0
26,0,Associate,141310,3,1,14400,2,11.01,0.1,4,704,0,0
31,0,Associate,50324,7,0,4000,2,10.29,0.08,9,668,1,0
33,1,Bachelor,144667,9,1,6000,4,6.96,0.04,9,680,0,0
40,1,Associate,43018,15,0,2500,3,9.47,0.06,9,589,1,0
30,0,Doctorate,190541,9,1,20875,3,11.68,0.11,8,627,1,0
24,0,Associate,126960,3,1,5907,3,11.22,0.05,3,625,1,0
26,0,High School,49328,0,0,2500,2,6.94,0.05,5,571,1,0
22,1,Bachelor,39141,0,0,6000,0,8.77,0.15,3,609,1,0
24,1,Associate,75667,0,0,7000,1,10.38,0.09,3,641,1,0
24,1,Bachelor,61173,3,0,8000,0,16.66,0.13,4,593,1,0
37,0,Master,44303,14,0,9000,1,11.76,0.2,17,632,0,0
24,0,Associate,228916,0,0,12899,0,7.79,0.06,4,614,0,0
26,1,Associate,44682,3,0,3600,0,13.58,0.08,7,608,1,0
30,1,Associate,55090,6,0,6000,0,12.26,0.11,8,617,1,0
27,1,Associate,87267,3,0,9000,0,15.12,0.1,5,593,1,0
28,1,Associate,117457,8,1,14577,2,13.72,0.12,8,699,1,0
25,1,Bachelor,136954,0,1,6415,3,8.95,0.05,6,598,1,0
28,1,Master,96952,7,1,15000,5,13.45,0.15,8,715,0,0
26,1,High School,87324,1,1,10000,0,14.84,0.11,3,620,0,0
42,0,Associate,32725,20,0,5000,1,10.42,0.15,10,689,0,0
43,1,High School,108834,18,1,23802,5,11.44,0.22,11,680,1,0
34,1,Master,87309,10,0,20000,2,11.19,0.23,7,689,0,0
26,0,Bachelor,61144,2,0,13000,1,11.26,0.21,3,597,1,0
33,0,Associate,106585,10,1,14067,2,16.07,0.13,9,692,0,0
27,1,Associate,73225,3,0,10000,4,13.36,0.14,7,665,0,0
40,0,High School,51477,19,1,7489,0,12.25,0.15,11,692,1,0
28,0,Associate,127017,5,1,5000,4,9.48,0.04,4,601,1,0
22,1,Associate,84301,0,0,8623,1,11.4,0.1,4,636,1,0
36,0,Bachelor,188259,9,1,1957,3,7.87,0.01,14,624,1,0
25,0,Bachelor,126875,3,1,12000,3,12.85,0.09,3,569,0,0
34,0,High School,64853,12,0,3100,1,7.9,0.05,6,671,1,0
31,0,Bachelor,47099,6,0,7500,1,9.9,0.16,6,529,1,0
46,0,Doctorate,57399,25,1,6000,2,7.14,0.1,15,690,0,0
24,0,Associate,109020,2,1,5000,5,8.47,0.05,4,606,1,0
24,1,High School,97202,3,0,14408,1,11.67,0.15,3,463,1,0
31,1,Bachelor,25503,9,0,3500,1,10.1,0.14,8,708,0,0
30,0,High School,127255,7,0,13980,5,11.1,0.11,6,561,1,0
31,1,Bachelor,83070,9,1,15000,0,11.74,0.18,6,665,0,0
25,1,High School,38025,4,1,7531,4,9.13,0.2,6,676,1,0
24,1,Associate,97140,1,1,4789,5,7.52,0.05,4,651,0,0
26,1,High School,84966,4,1,2000,2,12.34,0.02,2,638,0,0
32,0,Associate,133178,9,1,25000,0,11.31,0.19,8,673,1,0
28,1,Associate,139998,3,1,12000,4,13.25,0.09,6,668,0,0
26,1,High School,77966,2,1,3237,0,7.21,0.04,6,669,0,0
53,1,Doctorate,105115,31,0,15000,5,8.5,0.14,21,756,1,0
22,1,Master,55491,0,0,3989,3,7.67,0.07,4,610,1,0
23,1,High School,102962,3,1,10000,1,11.17,0.1,3,535,1,0
35,1,Bachelor,50121,14,1,10000,5,11.66,0.2,10,662,1,0
27,1,Bachelor,50993,2,0,2400,4,11.13,0.05,5,609,0,0
23,0,Associate,49890,4,0,5000,0,11.01,0.1,2,625,1,0
22,1,Master,67077,0,0,6000,0,8.75,0.09,3,675,0,0
30,1,Bachelor,151286,7,1,24000,2,7.78,0.16,7,645,0,0
27,0,Bachelor,67009,3,0,5000,0,13.37,0.07,5,628,1,0
33,0,High School,36739,8,0,1110,2,7.89,0.03,9,593,1,0
22,0,High School,37036,0,0,5500,4,11.73,0.15,3,521,1,0
27,0,Associate,46398,4,0,3259,0,11.34,0.07,4,676,1,0
24,1,Master,37233,2,0,6000,1,7.51,0.16,3,718,1,0
24,0,High School,60944,0,1,6000,4,7.49,0.1,4,601,0,0
22,0,Associate,31313,0,2,5000,2,8.37,0.16,2,577,0,0
32,1,Bachelor,116193,11,1,8000,1,11.29,0.07,7,652,1,0
38,0,Associate,29771,19,1,1500,3,10.13,0.05,14,661,1,0
32,1,Bachelor,217888,9,1,7095,1,7.21,0.03,6,601,0,0
24,1,High School,84832,2,3,9000,4,11.83,0.11,3,623,1,0
35,0,Master,43943,12,0,6000,3,13.38,0.14,9,659,1,0
31,1,Master,74480,8,0,6000,5,10.6,0.08,6,620,0,0
28,1,High School,116462,5,1,28390,5,8.01,0.24,10,641,1,0
25,1,High School,59110,2,0,8000,1,14.99,0.14,4,607,1,0
30,1,Bachelor,216916,9,1,20056,0,11.48,0.09,8,707,0,0
31,1,Associate,41407,8,0,5000,2,8.87,0.12,7,703,0,0
27,1,Bachelor,44369,3,1,4000,4,9.32,0.09,6,668,0,0
23,0,High School,44401,0,0,7000,0,8.04,0.16,4,637,1,0
40,0,Associate,102573,17,1,10000,0,13.25,0.1,12,672,0,0
27,1,Master,45473,4,0,7984,0,10.99,0.18,10,679,1,0
23,0,Master,61115,4,0,6000,1,11.53,0.1,3,620,1,0
26,0,Bachelor,139294,3,1,20000,0,9.38,0.14,2,604,0,0
31,0,Master,69118,9,1,22528,0,9.53,0.33,7,699,1,0
28,1,Bachelor,57071,5,1,7500,2,9.06,0.13,7,640,1,0
33,1,Associate,72783,7,0,9000,5,8.49,0.12,6,661,1,0
29,0,Associate,125602,9,1,18000,2,10.23,0.14,7,663,1,0
25,1,High School,77670,3,1,6000,0,10.6,0.08,5,599,1,0
25,0,High School,60469,4,0,2423,3,7.49,0.04,2,687,0,0
32,0,Master,42982,9,0,5000,1,8.91,0.12,5,568,1,0
26,1,Bachelor,44025,7,0,10000,4,11.01,0.23,3,629,1,0
31,0,Associate,32565,10,0,7000,0,10.53,0.21,8,577,0,0
28,0,Bachelor,51609,4,0,5500,0,9.88,0.11,6,605,0,0
26,0,High School,55041,3,1,10000,5,14.45,0.18,3,635,1,0
26,0,Bachelor,84546,4,0,5600,1,7.08,0.07,6,675,1,0
21,0,Associate,24905,0,0,2500,0,13.79,0.1,4,582,1,0
28,1,Associate,270660,5,1,19045,4,9.68,0.07,8,664,0,0
33,1,Bachelor,85094,10,0,9484,0,10.95,0.11,7,657,1,0
29,0,Associate,41774,2,0,5000,0,11.04,0.12,9,646,1,0
28,1,Master,41940,5,0,5500,4,11.7,0.13,5,573,1,0
30,0,High School,60915,5,0,4228,1,12.62,0.07,7,644,1,0
29,1,Bachelor,60527,8,0,11151,2,12.44,0.18,7,624,1,0
27,1,High School,55214,5,0,3582,2,11.4,0.06,4,642,1,0
24,0,High School,39391,2,1,6000,2,6.95,0.15,4,549,1,0
25,0,Bachelor,122175,6,1,15000,0,14,0.12,3,627,0,0
25,0,Associate,72954,1,0,10000,1,12.31,0.14,2,618,0,0
23,1,Master,44092,0,1,12000,1,8.53,0.27,3,604,1,0
23,1,Bachelor,128257,0,1,8550,1,9.88,0.07,2,525,1,0
29,0,High School,63218,9,0,10000,4,8.26,0.16,6,540,1,0
22,1,Bachelor,72823,0,0,5000,4,13.48,0.07,2,635,1,0
32,1,High School,51185,12,0,7000,2,8.29,0.14,8,679,1,0
39,0,Associate,133200,17,0,13000,3,9.74,0.1,16,618,0,0
26,1,High School,70759,6,0,1442,0,13.39,0.02,6,591,1,0
33,0,Bachelor,91105,10,1,6000,1,7.72,0.07,7,653,1,0
22,0,Bachelor,44131,2,0,6000,0,7.51,0.14,4,694,0,0
27,1,Associate,38301,4,0,5000,2,13.97,0.13,5,643,1,0
28,1,Associate,157234,7,1,7000,2,9.1,0.04,3,619,1,0
24,0,High School,52619,1,0,3000,0,12.86,0.06,4,645,0,0
26,1,Bachelor,126462,2,0,12000,4,12.48,0.09,3,664,0,0
34,1,High School,70153,8,1,16906,0,8.29,0.24,8,684,0,0
36,0,Associate,79037,10,1,9000,0,8.46,0.11,12,674,1,0
24,0,Bachelor,241331,0,1,12000,2,12.9,0.05,2,641,1,0
32,1,Bachelor,58603,8,1,20000,4,13.81,0.34,10,647,1,0
27,0,Associate,361589,6,1,20000,5,8.75,0.06,6,674,1,0
31,1,Associate,145170,6,1,7500,3,15.73,0.05,8,560,0,0
22,0,Master,65705,0,1,3000,3,10.89,0.05,4,581,1,0
24,0,Bachelor,42802,3,0,7000,2,9.94,0.16,3,636,1,0
26,0,Bachelor,88398,0,1,2354,1,11.61,0.03,6,667,1,0
24,1,Associate,85279,3,1,14000,2,5.92,0.16,3,669,1,0
22,1,Associate,90782,2,1,25000,2,11.04,0.28,2,612,1,0
36,0,High School,132990,9,1,25000,3,10.99,0.19,12,565,1,0
24,0,Associate,44116,1,0,5000,0,10.96,0.11,4,635,1,0
29,1,Bachelor,144907,9,1,18203,4,10.18,0.13,8,698,0,0
24,0,High School,18432,2,0,1835,1,9.9,0.1,3,675,0,0
26,1,High School,49491,3,1,6508,2,9.53,0.13,5,591,1,0
37,1,High School,54829,14,1,6382,4,7.5,0.12,15,533,1,0
23,1,Bachelor,36922,1,0,3000,2,8.35,0.08,3,682,1,0
25,1,Bachelor,32653,1,0,2061,4,12.61,0.06,4,703,0,0
22,1,High School,85215,2,1,9000,0,13.22,0.11,2,525,1,0
28,1,Bachelor,41788,6,0,6000,2,11.34,0.14,6,646,1,0
24,0,Bachelor,77624,1,1,7000,1,9.91,0.09,5,623,1,0
25,0,Associate,128048,2,1,4633,5,8.25,0.04,3,692,1,0
27,1,Associate,79604,3,0,11080,5,9.19,0.14,6,641,0,0
24,0,Associate,72979,3,1,3000,3,7.1,0.04,3,630,1,0
29,1,Master,79128,6,1,15000,0,11.71,0.19,9,659,1,0
40,0,Associate,61046,21,0,4000,2,12.31,0.07,8,699,1,0
35,1,Bachelor,152347,8,1,9834,1,12.67,0.06,6,618,0,0
32,0,High School,73191,13,1,5000,4,5.91,0.07,7,672,0,0
31,1,Associate,145207,8,1,6000,4,10.53,0.04,8,598,1,0
24,1,Bachelor,73129,0,0,10000,4,7.76,0.14,4,604,1,0
24,0,Master,75793,5,1,9532,0,7.37,0.13,2,613,0,0
25,0,Bachelor,85032,1,1,11538,2,10.01,0.14,3,586,1,0
25,1,Associate,88620,5,1,2820,1,12.22,0.03,6,657,0,0
31,1,Associate,64333,5,0,9600,5,8.56,0.15,9,709,0,0
30,1,High School,36968,8,1,5103,2,8.14,0.14,5,610,1,0
24,1,Associate,63159,2,1,3500,2,7.19,0.06,3,656,1,0
26,1,Master,61960,2,1,8454,0,9.77,0.14,4,675,0,0
21,0,Bachelor,22968,2,0,2453,1,12.94,0.11,3,592,1,0
25,1,High School,168736,1,1,10000,5,11.14,0.06,3,437,1,0
24,0,Associate,132991,0,0,12000,4,8.67,0.09,2,637,1,0
32,0,Bachelor,90807,9,0,16000,2,13.2,0.18,8,689,0,0
24,0,Master,37184,1,0,6000,3,13.42,0.16,3,638,1,0
26,0,Bachelor,136061,1,1,18096,0,11.64,0.13,4,646,0,0
37,0,Associate,61361,16,0,1792,0,8.96,0.03,11,651,1,0
22,0,Bachelor,100346,0,1,25000,0,15.95,0.25,4,658,1,0
24,0,High School,35196,4,0,6001,1,8.94,0.17,3,644,1,0
28,0,Bachelor,139745,7,1,25000,2,11.36,0.18,10,596,1,0
24,1,Master,32750,2,0,6000,1,11.89,0.18,3,684,1,0
29,0,Bachelor,53271,6,0,4035,0,12.83,0.08,6,644,1,0
31,1,Associate,38255,9,0,2473,0,8.25,0.06,8,676,0,0
31,0,Master,210282,8,1,12000,4,10.88,0.06,9,604,0,0
24,1,Master,40552,2,1,3000,2,11.35,0.07,2,622,1,0
30,1,High School,39896,8,0,3000,1,8.65,0.08,9,630,1,0
26,1,Associate,76798,2,0,5451,5,13.79,0.07,3,635,0,0
24,0,Bachelor,22717,0,2,2774,4,7.7,0.12,3,660,1,0
31,1,High School,70575,7,1,15000,1,11.84,0.21,8,606,1,0
24,1,High School,63446,0,1,5000,4,7.16,0.08,3,651,0,0
25,0,Associate,73169,0,0,2400,4,13.45,0.03,4,648,0,0
37,1,Associate,66658,15,1,24385,3,10.4,0.37,13,694,0,0
35,1,Bachelor,63092,14,0,14028,3,11.65,0.22,10,581,0,0
30,1,Master,73983,7,1,9000,2,8.28,0.12,7,677,1,0
22,0,Master,49435,0,0,4000,4,11.56,0.08,4,587,1,0
29,0,Bachelor,38274,6,1,7500,4,7.63,0.2,9,682,0,0
32,0,High School,63701,10,0,4421,0,10.79,0.07,7,514,1,0
25,1,High School,56232,1,1,3000,1,7.49,0.05,5,593,1,0
24,0,Master,50048,1,1,6000,0,7.61,0.12,4,682,0,0
30,1,Associate,73153,6,0,1948,4,12.52,0.03,8,615,0,0
30,0,Bachelor,241176,7,1,5000,4,9.36,0.02,8,641,1,0
27,1,High School,112280,4,1,16000,5,13.01,0.14,9,652,1,0
28,0,Bachelor,169201,4,1,25000,5,12.53,0.15,7,700,1,0
24,1,Master,47694,0,2,1453,1,14.88,0.03,3,605,1,0
36,1,Associate,73011,12,0,7000,5,7.84,0.1,12,607,0,0
23,0,Associate,120862,0,1,20000,4,11.85,0.17,3,579,1,0
24,0,Master,46658,3,0,1067,0,10.9,0.02,4,687,0,0
24,0,Associate,73313,1,0,1115,1,8.5,0.02,3,682,1,0
47,1,Associate,41714,20,0,1500,1,12.2,0.04,21,574,0,0
24,0,High School,38601,1,0,3528,2,7.37,0.09,4,562,1,0
26,0,Bachelor,45176,3,0,5500,2,11.35,0.12,6,628,0,0
30,1,Master,52429,10,1,3500,2,11.66,0.07,8,672,0,0
33,1,Bachelor,45970,7,0,4412,4,11.02,0.1,8,661,1,0
29,0,Associate,52465,4,0,1200,1,11.43,0.02,6,656,1,0
30,1,Doctorate,65675,7,1,2000,5,5.56,0.03,6,617,1,0
26,1,Associate,64468,4,1,15000,2,14.21,0.23,3,672,1,0
38,1,Associate,48273,15,0,8000,0,10.66,0.17,13,688,0,0
25,1,Bachelor,122784,1,1,6634,1,10.89,0.05,3,630,1,0
32,0,Bachelor,81278,8,1,10000,5,9.45,0.12,9,670,0,0
49,1,High School,44123,26,0,4591,2,12.35,0.1,13,694,1,0
22,1,High School,99770,0,1,20000,1,10.9,0.2,3,510,1,0
30,0,High School,210743,7,0,17801,0,6.6,0.08,9,635,1,0
22,1,High School,25442,0,0,2400,1,11.49,0.09,5,597,1,0
26,0,High School,35911,4,0,6600,0,11.01,0.18,4,644,0,0
32,1,Master,49177,9,0,4000,1,12.23,0.08,8,691,1,0
26,1,Master,132284,5,1,2272,4,7.79,0.02,4,592,0,0
37,1,Master,87508,14,1,6000,2,11.44,0.07,17,651,1,0
35,0,Associate,45231,10,0,4665,2,6.97,0.1,8,674,1,0
33,1,High School,49069,9,1,14000,2,6.94,0.29,8,625,0,0
28,0,Master,45599,9,0,6400,4,12.02,0.14,6,681,0,0
23,1,Associate,34420,0,0,6801,0,8.49,0.2,4,643,1,0
28,1,Bachelor,152111,2,1,6000,4,7.32,0.04,4,662,1,0
23,1,Bachelor,57563,0,0,4000,2,11.8,0.07,4,505,1,0
26,1,High School,61115,3,0,6500,2,12.41,0.11,6,621,1,0
24,1,Associate,115171,0,1,10000,4,11.75,0.09,5,644,1,0
44,1,Associate,43877,18,1,12000,2,13.41,0.27,13,596,1,0
22,1,Associate,34092,0,0,8452,2,6.82,0.25,3,629,0,0
29,0,High School,43016,10,0,10431,1,13.24,0.24,7,642,0,0
26,1,Doctorate,43037,5,0,4800,3,5.9,0.11,3,703,1,0
23,1,High School,67006,1,0,9500,2,8.17,0.14,4,652,0,0
25,0,High School,37942,4,0,5000,2,9.06,0.13,2,658,1,0
30,0,Associate,103035,9,1,15000,1,7.31,0.15,8,568,1,0
25,0,High School,85392,0,1,8652,1,12.9,0.1,6,665,0,0
29,1,Bachelor,51850,9,0,5000,1,5.8,0.1,6,645,0,0
24,0,Master,66965,4,1,10000,0,10.41,0.15,4,635,0,0
35,0,Bachelor,81579,12,0,13000,2,11.81,0.16,14,675,0,0
35,0,Bachelor,192882,13,1,7500,0,9.57,0.04,10,644,0,0
36,1,High School,173450,15,1,7774,1,13.23,0.04,13,670,1,0
23,0,Associate,331037,0,0,11924,4,11.58,0.04,3,549,1,0
38,0,Bachelor,61024,14,0,4000,1,12.74,0.07,8,682,1,0
36,1,High School,204546,15,1,20639,0,13.12,0.1,10,712,1,0
30,1,High School,174410,6,1,6000,3,11,0.03,9,635,1,0
38,0,Bachelor,105068,15,1,5000,0,15.46,0.05,11,723,0,0
25,1,High School,62835,1,1,4000,0,9.06,0.06,6,625,1,0
28,1,Bachelor,133318,4,1,10000,5,10.32,0.08,9,690,0,0
25,1,Associate,63665,4,0,14000,3,7.26,0.22,5,577,1,0
29,1,High School,196282,9,1,25000,4,9.96,0.13,5,654,1,0
23,1,Bachelor,55769,0,0,10986,2,10.77,0.2,4,679,0,0
29,1,Associate,41786,4,0,5000,2,10.82,0.12,9,618,1,0
27,0,Bachelor,63206,4,1,14839,5,9.82,0.23,5,657,0,0
25,0,High School,96614,3,1,9000,4,9.97,0.09,4,498,1,0
28,1,Bachelor,71519,4,0,8401,4,13.56,0.12,9,648,0,0
27,1,Master,97147,6,0,10000,5,11.67,0.1,7,545,1,0
23,1,High School,37145,3,1,6000,0,12.34,0.16,3,609,1,0
23,1,High School,72780,0,1,7200,3,13.13,0.1,4,583,1,0
24,0,High School,61206,1,0,10000,4,7.72,0.16,2,592,1,0
24,1,High School,114623,0,1,6465,4,8.28,0.06,4,574,0,0
30,1,Bachelor,79052,9,1,5559,0,7.95,0.07,5,674,1,0
30,0,Bachelor,45942,5,0,1513,3,9.42,0.03,7,597,1,0
24,1,Associate,102444,1,1,25000,1,11.26,0.24,4,684,0,0
25,0,Associate,94903,2,0,10000,2,5.79,0.11,3,543,0,0
23,0,Bachelor,78926,0,1,2500,1,13.61,0.03,2,596,1,0
30,1,Bachelor,139282,9,1,21892,0,12.13,0.16,10,612,1,0
24,1,Bachelor,47863,0,1,1251,1,13.32,0.03,3,527,1,0
30,1,Bachelor,139090,5,1,20000,0,12.68,0.14,7,666,1,0
29,1,Associate,74121,7,0,4834,2,13.98,0.07,9,701,0,0
30,0,Master,319355,8,1,24188,4,14.1,0.08,8,694,0,0
22,1,Bachelor,64394,0,0,10000,1,10.62,0.16,4,577,1,0
25,1,Master,27430,0,2,7500,2,11.02,0.27,4,638,0,0
29,0,Master,28002,7,0,3000,0,10.09,0.11,4,670,1,0
25,0,Master,56999,4,0,5000,4,6.84,0.09,3,706,1,0
26,0,Bachelor,36880,1,0,8000,3,12.88,0.22,3,518,1,0
30,1,Bachelor,144623,10,1,7500,2,10.33,0.05,8,544,1,0
37,1,Associate,51087,15,0,2000,2,15.01,0.04,14,641,1,0
22,0,High School,99165,0,1,20000,0,7.84,0.2,3,647,1,0
25,1,Associate,133238,0,1,5000,2,9.84,0.04,4,680,1,0
24,0,Associate,32346,2,0,4796,2,10.99,0.15,6,633,0,0
24,0,High School,61098,2,0,5000,2,11.18,0.08,4,664,0,0
28,1,High School,156781,7,1,13000,4,10.73,0.08,10,627,0,0
25,0,Bachelor,58491,0,0,7500,1,13.06,0.13,3,667,1,0
29,0,Master,58622,7,0,10974,1,12.18,0.19,7,622,0,0
25,1,Bachelor,70425,0,1,2904,0,11.91,0.04,5,614,0,0
25,0,Bachelor,24906,5,0,3500,1,10.28,0.14,3,677,0,0
23,1,Associate,29847,1,0,4108,3,11.3,0.14,4,590,1,0
24,1,Associate,44292,2,0,10000,0,9.6,0.23,3,657,1,0
38,0,Associate,37323,19,0,5000,2,13.48,0.13,12,650,1,0
28,1,Bachelor,133317,6,1,15000,0,10.96,0.11,5,572,1,0
43,0,Doctorate,78467,21,0,5000,4,10.11,0.06,18,715,0,0
26,1,Bachelor,72791,7,1,5000,1,10.11,0.07,3,702,0,0
22,1,Master,41561,3,0,6000,4,12.62,0.14,4,631,1,0
24,0,High School,26257,2,0,5000,4,11.15,0.19,3,619,1,0
26,1,High School,46470,3,1,8500,2,6.46,0.18,8,642,1,0
28,0,Associate,30959,1,0,7000,3,9.46,0.23,8,622,1,0
23,1,Associate,71377,0,2,5084,5,11.62,0.07,4,633,0,0
24,1,Associate,57549,0,1,7500,0,7.65,0.13,5,642,0,0
28,1,Associate,51298,9,1,7640,4,6,0.15,6,645,1,0
28,0,High School,85074,6,1,3000,4,8.14,0.04,8,628,0,0
27,1,High School,59012,4,1,5000,4,8.02,0.08,6,636,1,0
38,0,Associate,99078,19,1,8000,4,18.3,0.08,16,581,1,0
25,0,High School,30946,2,0,6420,3,10.04,0.21,4,562,1,0
37,1,Doctorate,59048,11,1,8400,2,12.25,0.14,15,598,1,0
28,0,Bachelor,44191,2,0,4099,4,13.93,0.09,4,538,1,0
26,1,Associate,87394,2,1,1994,2,7.65,0.02,5,430,1,0
31,1,Bachelor,156893,11,1,5000,4,15.59,0.03,6,613,1,0
35,0,Bachelor,60714,13,1,6000,4,10.37,0.1,6,693,1,0
36,0,Associate,94188,13,0,9472,1,11.27,0.1,10,594,1,0
24,1,Master,30920,1,0,4000,3,11.48,0.13,4,663,1,0
31,1,Associate,271193,8,1,3000,1,11.48,0.01,6,628,1,0
23,1,Bachelor,70213,3,1,10000,0,14.98,0.14,4,679,1,0
48,1,High School,37139,25,0,5000,2,13,0.13,16,668,0,0
23,0,High School,91184,0,0,5000,2,11.21,0.05,4,605,1,0
22,1,Bachelor,68196,0,0,12000,2,10.61,0.18,4,626,1,0
25,0,Master,118990,2,1,6000,4,10.11,0.05,6,669,1,0
26,0,Bachelor,28828,2,0,4302,1,11.82,0.15,4,625,1,0
22,1,Bachelor,42943,4,1,8000,0,6.84,0.19,3,679,0,0
31,0,Bachelor,35391,8,1,6215,4,11.87,0.18,9,646,0,0
27,1,Associate,92486,5,1,2837,0,11.54,0.03,6,685,0,0
36,0,Associate,180556,12,1,10000,0,11.01,0.06,15,636,0,0
35,1,Associate,77806,12,1,5000,2,9.87,0.06,13,602,1,0
24,1,Associate,38361,2,0,2000,1,14.52,0.05,3,626,1,0
24,1,Master,44285,4,0,8471,1,10.81,0.19,4,685,0,0
25,0,Bachelor,82628,2,0,10000,4,15.98,0.12,2,638,1,0
34,0,Bachelor,110217,13,0,4816,0,12.67,0.04,12,624,1,0
24,1,Master,91110,1,0,2168,2,8.24,0.02,4,583,1,0
36,1,Bachelor,69108,14,0,3000,0,13.08,0.04,12,689,1,0
24,0,High School,41384,0,1,2500,4,6.76,0.06,3,464,1,0
66,1,Associate,51628,45,0,6475,1,9.99,0.13,25,719,0,0
24,1,High School,87453,2,0,7128,0,8.42,0.08,3,614,0,0
28,1,Master,151025,3,1,14000,0,10.18,0.09,6,689,1,0
34,0,Bachelor,68085,12,1,10000,4,11.62,0.15,7,598,1,0
36,1,Bachelor,31042,16,0,7500,3,11.21,0.24,16,701,0,0
29,0,Master,52670,7,0,8000,1,14.74,0.15,5,714,0,0
30,0,Master,86433,4,1,15000,0,10.43,0.17,10,623,0,0
33,1,Associate,66877,13,0,8500,5,9.25,0.13,7,734,0,0
27,0,Associate,48864,1,0,4833,0,8.69,0.1,4,625,1,0
25,1,Bachelor,55050,4,1,4225,3,7.1,0.08,3,644,1,0
23,1,High School,60940,0,1,15000,0,10.14,0.25,3,670,0,0
27,0,High School,360845,6,1,17371,2,14.92,0.05,5,597,1,0
29,1,Bachelor,150792,5,1,8000,0,10.85,0.05,10,629,1,0
36,1,Associate,94596,12,1,20000,0,11.81,0.21,10,662,0,0
23,0,High School,28488,0,0,5500,4,6.01,0.19,3,584,1,0
25,0,Associate,48860,1,0,5000,3,11.59,0.1,4,575,1,0
25,1,High School,38103,0,2,4500,1,6.9,0.12,3,624,1,0
27,1,Bachelor,60170,3,1,2500,5,5.42,0.04,10,693,1,0
33,1,High School,85105,10,0,6000,3,10.83,0.07,8,617,1,0
31,1,High School,138502,7,1,19067,4,12.78,0.14,9,579,1,0
25,1,Associate,91121,2,1,23748,2,8.88,0.26,5,639,1,0
23,1,Associate,156918,3,1,5000,4,8.65,0.03,4,589,1,0
28,1,Master,41192,8,1,21443,2,9.1,0.52,7,656,0,0
25,0,Master,67040,2,0,6000,5,15,0.09,3,708,0,0
24,1,High School,84921,0,0,15000,2,11.24,0.18,5,599,1,0
26,1,Bachelor,83903,3,0,11000,0,12.16,0.13,4,591,0,0
22,1,High School,46274,1,0,8000,1,10.36,0.17,3,677,1,0
31,0,Master,38032,7,0,5000,2,11.12,0.13,9,712,1,0
32,1,Associate,75225,11,1,1500,1,12.63,0.02,7,577,1,0
35,0,Bachelor,82302,11,1,16000,2,11.9,0.19,5,616,1,0
26,1,High School,119074,3,1,7532,4,13.66,0.06,5,637,1,0
31,0,High School,124528,8,1,4269,2,6.85,0.03,7,675,1,0
34,1,High School,55049,9,0,5510,0,7.4,0.1,6,679,1,0
22,1,Bachelor,102475,1,0,3133,0,9.32,0.03,4,550,1,0
25,0,Associate,68274,3,1,5000,4,13.93,0.07,4,682,1,0
31,0,High School,74421,5,0,6000,0,10.59,0.08,8,645,1,0
24,1,Master,73079,0,1,13000,1,7.51,0.18,3,721,0,0
26,0,High School,44875,1,0,5000,3,6.44,0.11,2,622,1,0
26,1,Bachelor,94520,1,1,12070,3,12.36,0.13,4,620,1,0
32,1,Associate,65483,10,2,25000,0,10.27,0.38,9,697,1,0
24,0,Associate,56939,3,0,8883,2,13.52,0.16,3,655,1,0
27,0,Bachelor,79103,4,0,8400,0,7.15,0.11,5,629,1,0
31,1,Master,80176,8,0,5000,1,8.17,0.06,9,684,1,0
29,0,High School,58058,10,0,2000,1,9.99,0.03,6,598,0,0
24,1,Associate,139169,0,1,10660,1,13.9,0.08,4,635,1,0
23,0,Bachelor,57996,3,0,5000,1,11.35,0.09,4,668,1,0
24,1,High School,63381,3,0,4286,0,11.34,0.07,4,609,1,0
26,0,Bachelor,123362,3,0,10000,2,9.24,0.08,2,674,0,0
25,1,Master,41456,2,0,10000,1,11.66,0.24,6,618,1,0
28,1,High School,94589,3,1,5195,2,7.04,0.05,10,683,1,0
27,0,Bachelor,49054,2,0,6000,3,11.02,0.12,9,625,1,0
